OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
10973,16th St&Harrison St SW-NS/BZ,16STHAR0,16STHARR,3289,37.765377,-122.41329,0,HARRISON ST,16TH ST,NS,SW,BZ,0,04/20/2020 11:54:43 AM +0000,2202819,121,,"(37.76537205613278, -122.41327678682589)",53,3,2,20
10006,Divisadero St&Geary Blvd SW-FS/BZ,DIVIGEA0,DIVIGEAR,4422,37.78316,-122.439526,0,GEARY BLVD,DIVISADERO ST,FS,SW,BZ,1,04/20/2020 11:54:43 AM +0000,2209454,121,,"(37.783155056585116, -122.43951278084512)",13,4,11,39
11172,16th St&Valencia St NE-NS/BZ,16STVLN1,16STVLNC,3300,37.764987,-122.421746,0,VALENCIA ST,16TH ST,NS,NE,BZ,1,04/20/2020 11:54:43 AM +0000,2207151,121,,"(37.76498205678211, -122.42173278560739)",53,3,2,20
9694,Fillmore St&Sutter St SE-NS/BZ,FILLSUT1,FILLSUTT,4640,37.786051,-122.433244,0,SUTTER ST,FILLMORE ST,NS,SE,BZ,1,04/20/2020 11:54:43 AM +0000,2204616,121,,"(37.78604605588832, -122.433230781448)",101,4,11,15
7803,Silver Ave&Congdon St NE-NS/PS,SILVCON1,SILVCONG,6401,37.728713,-122.425868,0,CONGDON ST,SILVER AVE,NS,NE,,0,04/20/2020 11:54:43 AM +0000,2209285,121,,"(37.728708060071455, -122.42585478918633)",94,9,1,7
8139,42nd Ave&Clement St SE-NS/PS,42AVCLM0,42AVCLMT,3566,37.781087,-122.502994,0,CLEMENT ST,42ND AVE,NS,SE,,0,04/20/2020 11:54:43 AM +0000,2203369,121,,"(37.78108206139319, -122.50298077161754)",8,8,4,29
9275,Palou Ave&3rd St E-NS/BZ,PALU_3S1,PALU_3ST,5863,37.734019,-122.390825,0,3RD ST,PALOU AVE,NS,NE,BZ,0,04/20/2020 11:54:43 AM +0000,2205747,121,,"(37.734014057080884, -122.39081179381122)",86,2,9,1
8701,Broadway&Steiner St NE-NS/PS,BDWYSTE1,BDWYSTEI,3085,37.794131,-122.436442,0,STEINER ST,BROADWAY,NS,NE,,0,04/20/2020 11:54:43 AM +0000,2210059,121,,"(37.794126055457724, -122.43642878003256)",102,4,6,30
11160,Divisadero St&Bush St NE-FS/BZ,DIVIBUS1,DIVIBUSH,4408,37.786283,-122.439996,0,BUSH ST,DIVISADERO ST,FS,NE,BZ,0,04/20/2020 11:54:43 AM +0000,2204037,121,,"(37.7862780563627, -122.43998278041265)",103,4,6,30
10759,Beach St&Mason St SW-NS/PS,BECHMAS0,BECHMASN,3092,37.807407,-122.414125,0,MASON ST,BEACH ST,NS,SW,,1,04/20/2020 11:54:43 AM +0000,2202682,121,,"(37.807402052733984, -122.41411178182506)",99,6,3,23
10870,Mission St&Lowell St W-FS/BZ,MISSLOW0,MISSLOWL,5602,37.711432,-122.446486,0,LOWELL ST,MISSION ST,FS,W,BZ,0,04/20/2020 11:54:43 AM +0000,2207226,121,,"(37.71142706299701, -122.44647278810181)",66,9,1,28
11028,Mission St&Foote Ave N-NS/BZ,MISSFOO0,MISSFOOT,5589,37.71285,-122.44462,0,FOOTE AVE,MISSION ST,NS,N,BZ,0,04/20/2020 11:54:43 AM +0000,2205496,121,,"(37.71284506274436, -122.44460678821683)",66,9,1,28
10232,Geary Blvd&40TH Ave NE-NS/BZ,GEAR40A0,GEAR39AV,4282,37.779473,-122.500677,0,40TH AVE,GEARY BLVD,FS,NW,BZ,0,04/20/2020 11:54:43 AM +0000,2203860,121,,"(37.77946806135617, -122.50066377215006)",8,8,4,29
9528,Newhall St&Faifax Ave W-NS/PS,NEWHF X0,,7428,37.741406,-122.387153,0,FAIRFAX AVE,NEWHALL ST,,,,0,04/20/2020 11:54:43 AM +0000,2210455,121,,"(37.74140105620346, -122.387139793507)",86,2,9,1
10429,Mission St&Richland Ave SW-FS/BZ,MISSRIC0,MISSRICH,5614,37.73562,-122.4247,0,RICHLAND AVE,MISSION ST,FS,SW,BZ,1,04/20/2020 11:54:43 AM +0000,2206456,121,,"(37.735615059416965, -122.42468678856301)",93,9,5,2
9645,Industrial St&Elmira St SE-FS/SB,INDSELM0,INDSELMR,5094,37.73879,-122.40373,0,ELMIRA ST,INDUSTRIAL ST,FS,SE,,0,04/20/2020 11:54:43 AM +0000,2205374,121,,"(37.73878505762745, -122.40371679133051)",82,2,9,1
9062,Mission St&Cortland Ave E-FS/BZ,MISSCOR1,MISSCORT,5583,37.741052,-122.422759,0,CORTLAND AVE,MISSION ST,FS,E,BZ,0,04/20/2020 11:54:43 AM +0000,2205555,121,,"(37.741047058827824, -122.4227457882253)",83,9,2,2
8206,Divisadero St&Clay St NE-FS/BZ,DIVICLA1,DIVICLAY,4412,37.789977,-122.440741,0,CLAY ST,DIVISADERO ST,FS,NE,BZ,0,04/20/2020 11:54:43 AM +0000,2204043,121,,"(37.78997205611346, -122.44072777987272)",102,4,6,30
7804,16th St&Guerrero St SW-NS/BZ,16STGUE0,16STGUER,3287,37.76472,-122.424256,0,GUERRERO ST,16TH ST,NS,SW,BZ,0,04/20/2020 11:54:43 AM +0000,2202815,121,,"(37.764715056987285, -122.42424278526333)",37,3,5,20
10258,Castro St&22ND St SE-NS/PS,CTRO22S1,CTRO22ST,4323,37.75441,-122.43431,0,22ND ST,CASTRO ST,NS,SE,,1,04/20/2020 11:54:43 AM +0000,2204546,121,,"(37.754405058569766, -122.43429678495502)",84,3,5,22
7923,Cortland Ave&Hilton St NW-FS/BZ,CORTHIL1,CORTHILT,4155,37.739692,-122.40781,0,HILTON ST,CORTLAND AVE,FS,NW,BZ,0,04/20/2020 11:54:43 AM +0000,2209032,121,,"(37.73968705785037, -122.40779679061636)",82,2,2,2
8110,Fillmore St&Lombard St SE-NS/BZ,FILLLOM1,FILLLOMB,4626,37.799707,-122.435952,0,LOMBARD ST,FILLMORE ST,NS,SE,BZ,0,04/20/2020 11:54:43 AM +0000,2207294,121,,"(37.79970205496359, -122.43593877945821)",15,4,6,13
9859,Mission St&5th St S-NS/BZ,MISS.5S1,MISS.5ST,5535,37.782716,-122.406525,0,05TH ST,MISSION ST,NS,S,BZ,0,04/20/2020 11:54:43 AM +0000,2206954,121,,"(37.7827110542106, -122.40651178582765)",32,1,10,34
7935,Avenue H&5TH TI St E-MB/SB,AVEH.5TH,,7556,37.822375,-122.367968,0,5TH TI ST,AVENUE H,,,,0,04/20/2020 11:54:43 AM +0000,2210566,121,,"(37.822370048124164, -122.36795478698981)",36,1,10,37
7846,Silver Ave&Alemany Blvd E-NS/PS,SILVALE1,SILVALEM,6393,37.729794,-122.433256,0,ALEMANY BLVD,SILVER AVE,NS,E,FL,0,04/20/2020 11:54:43 AM +0000,2208271,121,,"(37.72978906052054, -122.43324278795804)",94,9,1,28
9734,Geary Blvd&Commonwealth St NW-FS/BZ,GEARCWT0,GEARCWTH,4292,37.781528,-122.455677,0,COMMONWEALTH AVE,GEARY BLVD,FS,NW,BZ,0,04/20/2020 11:54:43 AM +0000,2204108,121,,"(37.78152305789932, -122.4556637786231)",11,8,6,31
8533,Connecticut St&18TH St NW-NS/PS,CONN18S0,CONN18ST,4125,37.762614,-122.397569,0,18TH ST,CONNECTICUT ST,NS,NW,,0,04/20/2020 11:54:43 AM +0000,2203709,121,,"(37.762609055213254, -122.39755578949602)",54,2,9,26
8433,30th St&Dolores St NE-NS/PS,30STDLR1,30STDLRS,3537,37.742304,-122.424026,0,DOLORES ST,30TH ST,NS,NE,BZ,0,04/20/2020 11:54:43 AM +0000,2203456,121,,"(37.74229905881697, -122.42401278789134)",84,9,5,22
8921,Castro St&17TH St SE-NS/BZ,CTRO17S1,CTRO17ST,4313,37.76237,-122.43508,0,17TH ST,CASTRO ST,NS,SE,BZ,1,04/20/2020 11:54:43 AM +0000,2203735,121,,"(37.76236505797066, -122.43506678391864)",38,3,5,5
8835,Geary Blvd&30TH Ave SW-NS/BZ,GEAR30A1,GEAR30AV,4274,37.779727,-122.49019,0,30TH AVE,GEARY BLVD,NS,SW,BZ,1,04/20/2020 11:54:43 AM +0000,2209055,121,,"(37.779722060569, -122.49017677368374)",8,8,4,29
10060,Noe St&28th St SE-NS/PS,NOE 28S1,NOE 28ST,5735,37.74493,-122.43117,0,28TH ST,NOE ST,NS,SE,,0,04/20/2020 11:54:43 AM +0000,2205358,121,,"(37.74492505912146, -122.4311567865206)",84,9,5,22
9621,Mission St&Mt Vernon Ave N-NS/BZ,MISSMTV0,MISSMTVN,5604,37.7147,-122.44265,0,MOUNT VERNON AVE,MISSION ST,NS,N,BZ,0,04/20/2020 11:54:43 AM +0000,2206118,121,,"(37.71469506244849, -122.44263678829753)",80,9,1,28
11249,Geary Blvd&Laguna St SW-NS/BZ,GEARLGN1,GEARLGNA,4305,37.784854,-122.428155,0,LAGUNA ST,GEARY BLVD,NS,SW,BZ,1,04/20/2020 11:54:43 AM +0000,2203812,121,,"(37.78484905561493, -122.42814178234708)",101,4,11,39
7797,Fillmore St&Broadway SW-FS/BZ,FILLBDW0,FILLBDWY,4605,37.793805,-122.434878,0,BROADWAY,FILLMORE ST,FS,SW,BZ,0,04/20/2020 11:54:43 AM +0000,2207454,121,,"(37.79380005537021, -122.43486478030401)",102,4,6,30
11226,Mission St&San Jose Ave OB S-FS/BZ,MISSS.J0,MISSS.J.,7099,37.705997,-122.461372,0,SAN JOSE AVE,MISSION ST,FS,S,BZ,0,04/20/2020 11:54:43 AM +0000,2209478,121,,"(37.705992064528104, -122.46135878650715)",,,,
11193,Mission St&9th St W-FS/BZ,MISS 9S0,MISS 9ST,5543,37.77594,-122.41518,0,9TH ST,MISSION ST,FS,W,BZ,1,04/20/2020 11:54:43 AM +0000,2205219,121,,"(37.77593505540077, -122.41516678531954)",32,1,10,34
8350,Fillmore St&Beach St NW-NS/BZ,FILLBECN,FILLBECH,4606,37.804423,-122.437127,0,BEACH ST,FILLMORE ST,NS,NW,BZ,0,04/20/2020 11:54:43 AM +0000,2206534,121,,"(37.80441805466192, -122.4371137787348)",17,4,6,13
9523,Mission St&5th St W-FS/BZ,MISS.5S0,MISS.5ST,5536,37.782725,-122.40664,0,5TH ST,MISSION ST,FS,W,BZ,0,04/20/2020 11:54:43 AM +0000,2205208,121,,"(37.7827200542183, -122.40662678580941)",32,1,10,34
10482,Castro St&14TH St NW-NS/BZ,CTRO14S0,CTRO14ST,4308,37.76742,-122.43571,0,14TH ST,CASTRO ST,NS,NW,BZ,0,04/20/2020 11:54:43 AM +0000,2203814,121,,"(37.76741505760111, -122.43569678323958)",112,7,5,5
9951,Cortland Ave&Elsie St N-FS/BZ,CORTELS1,CORTELSE,4149,37.73992,-122.41997,0,ELSIE ST,CORTLAND AVE,FS,N,BZ,0,04/20/2020 11:54:43 AM +0000,2203575,121,,"(37.739915058717806, -122.4199567887728)",83,9,2,2
8378,18th St&Connecticut St NE-NS/BZ,18STCON1,18STCONN,3324,37.76258,-122.397352,0,CONNECTICUT ST,18TH ST,NS,NE,BZ,1,04/20/2020 11:54:43 AM +0000,2203111,121,,"(37.76257505520024, -122.39733878953245)",54,2,9,26
10216,Mission St&South Van Ness Ave E-FS,MISSSOVN,,7299,37.772994,-122.418485,0,SOUTH VAN NESS AVE,MISSION ST,,,,0,04/20/2020 11:54:43 AM +0000,2209296,121,,"(37.77298905588469, -122.41847178516704)",32,1,10,20
9651,The Embarcadero&Ferry Term E-MB/SI,EMBRFRR1,EMBRFRRY,4513,37.79489,-122.393552,0,,THE EMBARCADERO,NS,SE,,0,04/20/2020 11:54:43 AM +0000,2204342,121,,"(37.79488505225989, -122.3935387863551)",108,6,3,8
8948,Cortland Ave&Andover St SW-NS/BZ,CORTAND0,CORTANDV,4143,37.73904,-122.41658,0,ANDOVER ST,CORTLAND AVE,NS,SW,BZ,1,04/20/2020 11:54:43 AM +0000,2203570,121,,"(37.739035058543294, -122.41656678938105)",61,9,2,2
10391,Palou Ave&3rd St S-FS/BZ,PALU3.S0,PALU3.ST,5864,37.73385,-122.390859,0,LANE ST,PALOU AVE,FS,S,BZ,0,04/20/2020 11:54:43 AM +0000,2210297,121,,"(37.73384505709736, -122.39084579382563)",86,2,9,1
8900,Geary Blvd&42ND Ave SE-FS/BZ,GEAR42A1,GEAR42AV,4285,37.779151,-122.502775,0,42ND AVE,GEARY BLVD,FS,SE,BZ,1,04/20/2020 11:54:43 AM +0000,2204189,121,,"(37.7791460615359, -122.50276177187479)",8,8,4,29
10029,Market St&Sansome St W-FS/BZ,MRKTSAN0,MRKTSANS,5689,37.790013,-122.400491,0,02ND ST,MARKET ST,FS,W,BZ,1,04/20/2020 11:54:43 AM +0000,2206017,121,,"(37.790008053168734, -122.40047778588335)",108,6,10,8
8353,Silver Ave&Alemany Blvd S-FS/SB,SILVALE0,SILVALEM,6394,37.729589,-122.433175,0,ALEMANY BLVD,SILVER AVE,FS,S,FL,0,04/20/2020 11:54:43 AM +0000,2209987,121,,"(37.72958406053147, -122.43316178799384)",94,9,1,28
8693,Church St&Duboce Ave SE-NS/SI,CHURDUB1,CHURDUBO,4006,37.769302,-122.429087,0,DUBOCE AVE,CHURCH ST,NS,SE,SI,1,04/20/2020 11:54:43 AM +0000,2203703,121,,"(37.7692970569627, -122.42907378401081)",28,7,5,5
10484,Broadway&Steiner St SE-FS/PS,BDWYSTE0,BDWYSTEI,3086,37.794056,-122.436278,0,STEINER ST,BROADWAY,FS,SE,,0,04/20/2020 11:54:43 AM +0000,2202499,121,,"(37.79405105545192, -122.43626478006577)",102,4,6,30
10741,Fillmore St&Sacramento St SE-NS/BZ,FILLSAC1,FILLSACO,4638,37.789744,-122.433947,0,SACRAMENTO ST,FILLMORE ST,NS,SE,BZ,0,04/20/2020 11:54:43 AM +0000,2204612,121,,"(37.789739055636, -122.43393378091444)",102,4,6,30
8570,Fillmore St&Grove St NW-NS/BZ,FILLGRO0,FILLGROV,4617,37.776859,-122.431472,0,GROVE ST,FILLMORE ST,NS,NW,BZ,0,04/20/2020 11:54:43 AM +0000,2204501,121,,"(37.776854056514985, -122.4314587827787)",23,4,11,9
9623,Bosworth St&Elk St NW-FS/SB,BOSWELK1,BOSWELK,3697,37.735005,-122.440093,0,ELK ST,BOSWORTH ST,FS,NW,,1,04/20/2020 11:54:43 AM +0000,2203315,121,,"(37.73500006058935, -122.44007978633525)",96,9,5,10
7704,Geary Blvd&Scott St SE-FS/BZ,GEARSCO1,GEARSCOT,4761,37.783624,-122.437669,0,SCOTT ST,GEARY BLVD,FS,SE,BZ,1,04/20/2020 11:54:43 AM +0000,2204415,121,,"(37.78361905641123, -122.43765578106867)",97,4,11,39
10923,Evans Ave&Mendell St N-FS/BZ,EVANMEND,EVANMEND,7077,37.740905,-122.384564,0,MENDELL ST,EVANS AVE,FS,NE,BZ,0,04/20/2020 11:54:43 AM +0000,2208518,121,,"(37.740900056056155, -122.38455079395214)",76,2,9,1
11036,Fillmore St&Jackson St SW-FS/BZ,FILLJAC0,FILLJACK,4624,37.792386,-122.434607,0,JACKSON ST,FILLMORE ST,FS,SW,BZ,0,04/20/2020 11:54:43 AM +0000,2204598,121,,"(37.79238105546706, -122.43459378050925)",102,4,6,30
11034,Fillmore St&Beach St SE-NS/BZ,FILLBEC0,FILLBECH,4607,37.804447,-122.436958,0,BEACH ST,FILLMORE ST,NS,SE,BZ,0,04/20/2020 11:54:43 AM +0000,2204372,121,,"(37.8044420546476, -122.43694477875728)",17,4,6,13
9230,Laguna Honda Blvd&Dewey Blvd E-NS,LGHNDEW0,LGHNDEWY,5244,37.747229,-122.459076,0,DEWEY BLVD,LAGUNA HONDA BLVD,NS,E,FL,0,04/20/2020 11:54:43 AM +0000,2205666,121,,"(37.747224060967106, -122.45906278208865)",49,7,8,41
8665,Ingalls St&Harbor Rd SE-NS/PS,INGLHRB0,INGLHRBR,5108,37.7333,-122.37984,0,HARBOR RD,INGALLS ST,NS,SE,,0,04/20/2020 11:54:43 AM +0000,2204801,121,,"(37.73329505634007, -122.37982679553741)",78,2,9,1
10945,Woodside Ave&Ulloa St NE-NS/PS,WDSDULO1,WDSDULOA,6939,37.745766,-122.453829,0,ULLOA ST,WOODSIDE AVE,NS,NE,FL,0,04/20/2020 11:54:43 AM +0000,2210267,121,,"(37.74576106070482, -122.45381578304087)",49,7,8,38
9783,Jefferson St&Taylor St NE-NS/PS,JEFFTAY1,JEFFTAYL,5175,37.80832,-122.415514,0,TAYLOR ST,JEFFERSON ST,NS,NE,,0,04/20/2020 11:54:43 AM +0000,2205267,121,,"(37.80831505276046, -122.41550078151128)",99,6,3,23
9455,Geary Blvd&Masonic Ave N-MB/BZ,GEARMAS2,GEARPRES,4758,37.782536,-122.44669,0,MASONIC AVE,GEARY BLVD,MB,N,BZ,1,04/20/2020 11:54:43 AM +0000,2204412,121,,"(37.78253105715984, -122.44667677984776)",11,8,6,31
9884,Mission St&Lowell St E-FS/BZ,MISSLOW1,MISSLOWL,5601,37.711468,-122.446291,0,NAGLEE AVE,MISSION ST,FS,E,BZ,1,04/20/2020 11:54:43 AM +0000,2206111,121,,"(37.71146306297989, -122.44627778812678)",58,9,1,7
8597,Avenue H&California Ave TI NE-FS/SB,AVEHCALT,,7555,37.820001,-122.36633,0,3RD TI ST,AVENUE H,,,,0,04/20/2020 11:54:43 AM +0000,2210565,121,,"(37.819996048199876, -122.36631678751118)",36,1,10,37
8076,Silver Ave&Dartmouth St E-FS/PS,SILVDAR0,SILVDART,6404,37.729932,-122.412981,0,DARTMOUTH ST,SILVER AVE,FS,E,,0,04/20/2020 11:54:43 AM +0000,2206523,121,,"(37.72992705903221, -122.412967790971)",91,2,2,25
8929,Mission St&Highland Ave NE-FS/BZ,MISSHIG1,MISSHIGH,5596,37.737448,-122.423963,0,HIGHLAND AVE,MISSION ST,FS,NE,BZ,0,04/20/2020 11:54:43 AM +0000,2205578,121,,"(37.73744305921258, -122.42394978846195)",61,9,2,2
9467,16th St&Dolores St SW-NS/PS,16STDLR0,16STDLRS,3285,37.764575,-122.426579,0,DOLORES ST,16TH ST,NS,SW,,1,04/20/2020 11:54:43 AM +0000,2202813,121,,"(37.76457005716874, -122.42656578493306)",37,3,5,5
9590,Palou Ave&Rankin St E-NS/SB,PALURAN1,PALURANK,5883,37.73821,-122.39824,0,RANKIN ST,PALOU AVE,NS,E,,0,04/20/2020 11:54:43 AM +0000,2207035,121,,"(37.73820505727522, -122.39822679221827)",87,2,9,1
10678,Haight St&Pierce St NE-NS/BZ,HAITPIE0,HAITPIER,4960,37.771721,-122.434038,0,PIERCE ST,HAIGHT ST,NS,NE,BZ,0,04/20/2020 11:54:43 AM +0000,2204947,121,,"(37.77171605712513, -122.43402478299099)",26,4,11,3
10617,Castro St&24TH St SW-FS/BZ,CTRO24S0,CTRO24ST,4327,37.751315,-122.43411,0,24TH ST,CASTRO ST,FS,SW,BZ,0,04/20/2020 11:54:43 AM +0000,2204384,121,,"(37.75131005880998, -122.43409678534297)",84,3,5,22
8352,Fillmore St&Chestnut St NW-NS/BZ,FILLCHE0,FILLCHES,4609,37.800891,-122.436469,0,CHESTNUT ST,FILLMORE ST,NS,NW,BZ,1,04/20/2020 11:54:43 AM +0000,2204495,121,,"(37.800886054904055, -122.43645577924347)",17,4,6,13
7789,120 Portola Dr NW-MB/SB,PORTH120,PORTH120,6009,37.74897,-122.44396,0,,PORTOLA DR,MB,NW,,0,04/20/2020 11:54:43 AM +0000,2207755,121,,"(37.748965059721414, -122.44394678414346)",51,3,5,38
9273,Transit Center Bay D,TBT BAYD,,7916,37.789975,-122.395206,0,BEALE ST,HOWARD ST,,,,0,04/20/2020 11:54:43 AM +0000,2210541,121,,"(37.78997005278569, -122.39519278667811)",32,1,10,8
9829,Geary Blvd & Fillmore St SE-MB/BZ,GEARFLM1,,7954,37.784382,-122.432052,,FILLMORE ST,GEARY BLVD,,,,,04/20/2020 11:54:43 AM +0000,2210647,121,,"(37.78437705593849, -122.43203878181966)",101,4,11,39
10100,Newcomb Ave&Keith St N-NS/SB,NEWCKET1,NEWCKETH,5486,37.733152,-122.38598,0,KEITH ST,NEWCOMB AVE,NS,N,,0,04/20/2020 11:54:43 AM +0000,2205436,121,,"(37.73314705679958, -122.38596679463603)",86,2,9,1
9263,16th St&Bryant St N-MB/BZ,16STBRY1,16STBRYT,3281,37.765658,-122.410294,0,BRYANT ST,16TH ST,NS,NE,BZ,1,04/20/2020 11:54:43 AM +0000,2202991,121,,"(37.76565305589096, -122.41028078724116)",53,3,9,20
11071,33rd Ave&Geary Blvd SW-FS/BZ,33AVGEAR,33AVGEAR,3560,37.779566,-122.493376,0,GEARY BLVD,33RD AVE,FS,SW,BZ,1,04/20/2020 11:54:43 AM +0000,2203135,121,,"(37.77956106081501, -122.4933627732275)",8,8,4,29
8599,California Ave&Avenue D SE-FS/SB,CALTAVD1,CALTAVEC,3904,37.81887,-122.369038,0,AVENUE D,CALIFORNIA AVE,MB,N,FL,0,04/20/2020 11:54:43 AM +0000,2203530,121,,"(37.81886504849128, -122.36902478723724)",36,1,10,37
8347,Geary Blvd&Baker St NW-FS/BZ,GEARBAK0,GEARBAKR,4289,37.782973,-122.442965,0,BAKER ST,GEARY BLVD,FS,NW,BZ,1,04/20/2020 11:54:43 AM +0000,2210288,121,,"(37.782968056851786, -122.4429517803533)",103,8,6,31
8382,Palou Ave&Keith St W-FS/SB,PALUKETI,PALUKETH,5873,37.732055,-122.387367,0,KEITH ST,PALOU AVE,FS,N,,0,04/20/2020 11:54:43 AM +0000,2207884,121,,"(37.732050056991206, -122.38735379455521)",86,2,9,1
8502,Mission St&Murray St NE-FS/BZ,MISSMUR1,MISSMURR,5605,37.73404,-122.42592,0,MURRAY ST,MISSION ST,FS,E,BZ,0,04/20/2020 11:54:43 AM +0000,2206121,121,,"(37.73403505963609, -122.42590678856335)",93,9,2,2
10894,Market St&Sanchez St N-NS/SI,MRKTSNC0,MRKTSNCZ,5690,37.766185,-122.430707,0,SANCHEZ ST,MARKET ST,NS,N,SI,0,04/20/2020 11:54:43 AM +0000,2208379,121,,"(37.766180057337536, -122.43069378412991)",28,3,5,5
8167,16th St&Shotwell St SE-FS/BZ,16STSHO0,16STSHOT,3299,37.765218,-122.416048,0,SHOTWELL ST,16TH ST,FS,SE,BZ,0,04/20/2020 11:54:43 AM +0000,2202837,121,,"(37.765213056347186, -122.41603478643208)",53,3,2,20
9468,Cortland Ave&Elsie St W-NS/BZ,CORTELS0,CORTELSE,4150,37.7397,-122.41969,0,ELSIE ST,CORTLAND AVE,NS,W,BZ,0,04/20/2020 11:54:43 AM +0000,2208564,121,,"(37.73969505871558, -122.41967678884009)",61,9,2,2
9765,Divisadero St&Oak St SW-FS/BZ,DIVIOAK0,DIVIOAK,4432,37.773051,-122.437487,0,OAK ST,DIVISADERO ST,FS,SW,BZ,0,04/20/2020 11:54:43 AM +0000,2206182,121,,"(37.773046057267564, -122.43747378232172)",112,4,11,3
10215,Mission St&18th St NE-FS/BZ,MISS18S1,MISS18ST,5553,37.762635,-122.419348,0,18TH ST,MISSION ST,FS,NE,BZ,1,04/20/2020 11:54:43 AM +0000,2205596,121,,"(37.762630056800774, -122.41933478623808)",53,3,2,20
8838,Geary Blvd&9TH Ave NW-FS/BZ,GEAR 9A0,GEAR 9AV,4259,37.780982,-122.467644,0,10TH AVE,GEARY BLVD,FS,NW,BZ,1,04/20/2020 11:54:43 AM +0000,2204010,121,,"(37.78097705881858, -122.46763077690069)",5,8,4,11
9077,The Embarcadero&Washington St NE,EMBRWAS1,EMBRWASH,4532,37.797085,-122.39567,0,WASHINGTON ST,THE EMBARCADERO,FS,NE,SI,0,04/20/2020 11:54:43 AM +0000,2204512,121,,"(37.79708005223391, -122.39565678578349)",77,6,3,8
